"Student_ID","Certif.bin","Section","Gender","birth.year","Country","Diploma","EMLYON.et","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Temps.Dispo","Exp.MOOC","Completion.proba","EMLyon","Country_HDI","Country_HDI.fin","age","CSP.fin","Temps.dispo.fin"
68146,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66894,0,"MOOC Effectuation #3","un homme",NA,"Haïti","Bac ou équivalent","Non","Autre","Artisans, commerÃ§ants, chefs d'entreprise","par un article ou un blog sur Internet","J'ai lancé ma première société il y a plus d'un an","1","1","1","1","1","Plus de six heures","Non, c'est ma première participation Ã  un MOOC","5","Non","B","B",NA,"Artisans, commerÃ§ants, chefs d'entreprise","Plus de six heures"
67063,0,"MOOC Effectuation #3","une femme",1980,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par un ami ou une connaissance","J'ai un projet de création d'entreprise (phase de réflexion),Je suis en train de créer mon entreprise (phase de démarrage)","1","4","3","1","1","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",33,"Cadres et professions intellectuelles","Entre deux et quatre heures"
66189,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67606,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32645,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68295,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11236,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42816,0,"MOOC Effectuation #3","une femme",1954,"France","Bac+3 (Licence ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai déjÃ  créé plusieurs entreprises","1","1","1","1","5","Entre quatre et six heures","Oui, mais tous suivis partiellement","5","Non","TH","TH",59,"Cadres et professions intellectuelles","Entre quatre et six heures"
29299,0,"MOOC Effectuation #3","un homme",1969,"Autre (précisez dans le champs suivant)","Bac+8 (Doctorat ou équivalent)","Non","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Artisans, commerÃ§ants, chefs d'entreprise","autre","Je suis en train de créer mon entreprise (phase de démarrage)","1","1","1","1","2","Entre une et deux heures","Oui, mais tous suivis partiellement","3","Non",NA,NA,44,"Artisans, commerÃ§ants, chefs d'entreprise","Moins de deux heures"
8943,0,"MOOC Effectuation #3","une femme",1961,"France","Bac ou équivalent","Non","Autre","Artisans, commerÃ§ants, chefs d'entreprise","autre","Jâ€™ai lancé ma première société il y a plus d'un an,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","5","3","1","5","Entre deux et quatre heures","Oui, dont certains intégralement","5","Non","TH","TH",52,"Artisans, commerÃ§ants, chefs d'entreprise","Entre deux et quatre heures"
64857,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64769,0,"MOOC Effectuation #3","un homme",1982,"France","Bac+5 (Master ou équivalent)","Non","Mathématiques\, informatique","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion)","1","2","2","1","4","Entre deux et quatre heures","Oui, dont certains intégralement","3","Non","TH","TH",31,"Cadres et professions intellectuelles","Entre deux et quatre heures"
67498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54190,0,"MOOC Effectuation #3","un homme",1976,"France","Bac+5 (Master ou équivalent)","Non","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Artisans, commerÃ§ants, chefs d'entreprise","par une communication de Unow","Je suis en train de créer mon entreprise (phase de démarrage)","3","3","3","1","4","Entre une et deux heures","Oui, mais tous suivis partiellement","4","Non","TH","TH",37,"Artisans, commerÃ§ants, chefs d'entreprise","Moins de deux heures"
29525,0,"MOOC Effectuation #3","un homme",NA,"France","Bac+3 (Licence ou équivalent)","Non","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Cadres et professions intellectuelles","par mon milieu professionnel (collègue)","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","1","5","1","4","Entre une et deux heures",NA,NA,"Non","TH","TH",NA,"Cadres et professions intellectuelles","Moins de deux heures"
27776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65737,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65506,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64842,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22423,0,"MOOC Effectuation #3","un homme",1983,"Cameroun","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Ingénierie et technologies","En recherche d'emploi","par un ami ou une connaissance","Je suis en train de créer mon entreprise (phase de démarrage),J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","3","4","1","2","Entre une et deux heures","Oui, mais tous suivis partiellement","3","Non","B","B",30,"En recherche d'emploi","Moins de deux heures"
66433,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65297,0,"MOOC Effectuation #3","une femme",1989,"France","Bac+3 (Licence ou équivalent)","Non","Sciences médicales","Employés","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion)","5","3","5","1","4","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",24,"Employés","Moins de deux heures"
64361,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66057,0,"MOOC Effectuation #3","une femme",1985,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","1","3","3","1","1","Entre une et deux heures","Oui, mais tous suivis partiellement","3","Non","TH","TH",28,"Cadres et professions intellectuelles","Moins de deux heures"
67118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42888,0,"MOOC Effectuation #3","un homme",1990,"France","Bac+3 (Licence ou équivalent)","Non","Communication et sciences de l'information (Journalisme\, etc)","En recherche d'emploi","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise","1","1","3","1","3","Entre deux et quatre heures","Oui, mais tous suivis partiellement","4","Non","TH","TH",23,"En recherche d'emploi","Entre deux et quatre heures"
64753,0,"MOOC Effectuation #3","un homme",1978,"France","Bac+3 (Licence ou équivalent)","Non","Géographie\, architecture\, urbanisme et aménagement du territoire","Cadres et professions intellectuelles","autre","Je n'ai aucune expérience en création d'entreprise,J'ai un projet de création d'entreprise (phase de réflexion)","5","5","5","5","1","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",35,"Cadres et professions intellectuelles","Moins de deux heures"
65210,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64643,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64741,0,"MOOC Effectuation #3","une femme",1989,"Maroc","Bac+3 (Licence ou équivalent)","Non",NA,"Etudiants","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","4","5","4","1","1","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","3","Non","H","H&M",24,"Etudiants","Entre deux et quatre heures"
20311,0,"MOOC Effectuation #3","un homme",1963,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Mathématiques\, informatique","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise,Jâ€™ai un projet de création dâ€™entreprise (phase de réflexion)","1","5","5","1","5","Plus de six heures","Oui, dont certains intégralement","5","Non","TH","TH",50,"Cadres et professions intellectuelles","Plus de six heures"
67772,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64464,0,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","un homme",1970,"France","Bac+5 (Master ou équivalent)","Non","Mathématiques\, informatique","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je suis en train de créer mon entreprise (phase de démarrage)","2","5","5","2","5","Entre deux et quatre heures","Oui, mais tous suivis partiellement","5","Non","TH","TH",43,"Cadres et professions intellectuelles","Entre deux et quatre heures"
64256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61830,0,"MOOC Effectuation #3","une femme",NA,"Maroc","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Management/Gestion d'entreprise","Etudiants","par mon milieu universitaire (Professeur, etc)","Je n'ai aucune expérience en création d'entreprise","5","5",NA,"5","3","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","H","H&M",NA,"Etudiants","Moins de deux heures"
67761,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67873,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41316,0,"MOOC Effectuation #3","une femme",1970,"France","Bac+5 (Master ou équivalent)","Non","Géographie\, architecture\, urbanisme et aménagement du territoire","Cadres et professions intellectuelles","par une communication de Unow","J'ai lancé ma première société il y a plus d'un an","1","1","1","1","4","Moins d'une heure","Oui, dont certains intégralement","2","Non","TH","TH",43,"Cadres et professions intellectuelles","Moins de deux heures"
19726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65720,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30982,0,"MOOC Effectuation #3","un homme",1991,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Etudiants","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion)","1","1","1","1","5","Entre deux et quatre heures","Oui, dont certains intégralement","5","Non","TH","TH",22,"Etudiants","Entre deux et quatre heures"
67048,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65366,0,"MOOC Effectuation #3","un homme",1973,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai lancé ma première société il y a plus d'un an","1","3","1","1","4","Entre deux et quatre heures","Oui, dont certains intégralement","5","Non","TH","TH",40,"Cadres et professions intellectuelles","Entre deux et quatre heures"
26588,0,"MOOC Effectuation #3","un homme",1991,"Chine","Bac+3 (Licence ou équivalent)","Non","Autre","En recherche d'emploi","par une communication de l'EMLYON","Je suis en train de créer mon entreprise (phase de démarrage)","3","1","2","3","3","Entre deux et quatre heures","Oui, dont certains intégralement","3","Non","H","H&M",22,"En recherche d'emploi","Entre deux et quatre heures"
65283,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67731,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59321,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64537,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67062,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64729,0,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","un homme",1981,"France","Bac+3 (Licence ou équivalent)","Non","Mathématiques\, informatique","Professions intermédiaires","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","2","2","2","4","2","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",32,"Autre","Entre deux et quatre heures"
67022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67612,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66513,0,"MOOC Effectuation #3","une femme",1992,"France","Bac+2 (prépas)","Non","Mathématiques\, informatique","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","2","1","5","1","4","Moins d'une heure","Non, c'est ma première participation Ã  un MOOC","2","Non","TH","TH",21,"Etudiants","Moins de deux heures"
68074,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64790,0,"MOOC Effectuation #3","une femme",1969,"France","Bac+5 (Master ou équivalent)","Non","Sciences humaines (histoire\, archéologie\, philosophie\, etc)","En recherche d'emploi","autre","Je suis en train de créer mon entreprise (phase de démarrage)","5","1","5","1","2","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",44,"En recherche d'emploi","Moins de deux heures"
45359,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67865,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66911,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67952,0,"MOOC Effectuation #3","un homme",1993,"France","Bac+2 (prépas)","Non","Ingénierie et technologies","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","3","1","1","1","4","Entre quatre et six heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",20,"Etudiants","Entre quatre et six heures"
68249,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67745,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28584,0,"MOOC Effectuation #3","un homme",1979,"France","Bac+3 (Licence ou équivalent)","Non","Autre","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","2","4","3","1","4","Entre une et deux heures","Oui, dont certains intégralement","5","Non","TH","TH",34,"Cadres et professions intellectuelles","Moins de deux heures"
65182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64682,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17773,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64281,0,"MOOC Effectuation #3","un homme",1980,"Tunisie","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par un ami ou une connaissance","J'ai un projet de création d'entreprise (phase de réflexion)","4","4","2","2","4","Entre quatre et six heures","Non, c'est ma première participation Ã  un MOOC","4","Non","M","H&M",33,"Cadres et professions intellectuelles","Entre quatre et six heures"
65386,0,"MOOC Effectuation #3","un homme",1963,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Artisans, commerÃ§ants, chefs d'entreprise","par une communication de l'EMLYON","J'ai déjÃ  créé plusieurs entreprises,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","1","1","1","1","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",50,"Artisans, commerÃ§ants, chefs d'entreprise","Moins de deux heures"
65705,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67819,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67607,0,"Laboratoire Effectuation #3, MOOC Effectuation #3","une femme",1973,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai lancé ma première société il y a plus d'un an,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","4","2","3","1","3","Entre une et deux heures","Oui, mais tous suivis partiellement","2","Non","TH","TH",40,"Cadres et professions intellectuelles","Moins de deux heures"
48624,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18526,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64582,0,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","un homme",1994,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Management/Gestion dâ€™entreprise","Etudiants","par un article ou un blog sur Internet","Jâ€™ai un projet de création dâ€™entreprise (phase de réflexion)","4","4","5","2","1","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",19,"Etudiants","Entre deux et quatre heures"
19180,0,"MOOC Effectuation #3","un homme",1940,"France","Bac+2 (prépas)","Non","Management/Gestion d'entreprise","Retraités","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","4","1","1","1","1","Entre deux et quatre heures","Oui, mais tous suivis partiellement","1","Non","TH","TH",73,"Autre","Entre deux et quatre heures"
65456,0,"MOOC Effectuation #3","un homme",1996,"France","Bac ou équivalent","Non","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise,J'ai un projet de création d'entreprise (phase de réflexion)","1","2","5","1","2","Entre quatre et six heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",17,"Etudiants","Entre quatre et six heures"
64238,0,"MOOC Effectuation #3","une femme",1966,"France","Bac+5 (Master ou équivalent)","Non","Sciences humaines (histoire\, archéologie\, philosophie\, etc)","Inactif (autre que étudiant, retraité, ou en recherche d'emploi)","sur un réseau social","Je n'ai aucune expérience en création d'entreprise","1","1","1","1","5","Entre une et deux heures","Oui, dont certains intégralement","4","Non","TH","TH",47,"Autre","Moins de deux heures"
48022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65029,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21453,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67801,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68067,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66208,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66991,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66340,0,"MOOC Effectuation #3","une femme",1975,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","sur un réseau social","J'ai un projet de création d'entreprise (phase de réflexion)","4","2","1","1","4","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",38,"Cadres et professions intellectuelles","Entre deux et quatre heures"
64692,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64780,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64374,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64561,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66966,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31928,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37247,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48557,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64524,0,"MOOC Effectuation #3","une femme",1970,"France","Bac+3 (Licence ou équivalent)","Non","Management/Gestion dâ€™entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","1","2","1","1","2","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",43,"Cadres et professions intellectuelles","Moins de deux heures"
66009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65074,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68106,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65161,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64751,0,"MOOC Effectuation #3","un homme",1964,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","En recherche d'emploi","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion)","1","1","1","1","2","Moins d'une heure","Non, c'est ma première participation Ã  un MOOC","2","Non","TH","TH",49,"En recherche d'emploi","Moins de deux heures"
