"Student_ID","Current.Score","Section","Gender","birth.year","Country","Diploma","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Mot","Temps.Dispo","Exp.MOOC","Completion.proba","EMLyon","Instit.brand","motiv.princ","diffic","encad.disp","How.contact","entour","entour.inter","Satisf","Proba.reco","Eval.diffic","Estimated.hours","Part.labo","Plat.satisf","Peer.eval.relev","Country_HDI","Country_HDI.fin","CSP.fin","Temps.dispo.fin","EMLyon.et"
28444,100,"Effectuation #2","un homme","19972","Tunisie","Bac+5 (Master ou Èquivalent)","Sciences sociales (Èconomie\, sciences politiques\, sociologie\, etc)","Cadres et professions intellectuelles","sur un rÈseau social","J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","5","3","5","1","5","je prÈpare une thËse en entrepreneuriat","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","H&M","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
30931,NA,"Effectuation #2","un homme","1992","France","Bac+3 (Licence ou Èquivalent)","Management/Gestion d  entreprise","Etudiants","par un ami ou une connaissance","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","1","2","3","1","1","Connaissance","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre deux et quatre heures","0"
28882,NA,"Effectuation #2","un homme","1990","Maroc","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","Etudiants","par un ami ou une connaissance","Je n'ai aucune expÈrience en crÈation d'entreprise","3","4","4","2","3","jai besoin d'enrichir mes connaissances dans plusieurs domaines","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non","4. Non, n'Ètait pas le critËre principal","La volontÈ d'acquÈrir de nouvelles compÈtences","DifficultÈ ‡† trouver du temps","Disponibles","je n'ai pas ÈchangÈ avec les autres participants","Oui des camarades de promotion (dans le cas des Ètudiants)","RegardÈ des vidÈos ensemble,S'encourager mutuellement ‡† poursuivre le MOOC","5","5","Moyen","De 1 ‡† 2 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","Satisfaisante","4","H","H&M","Etudiants","Moins de deux heures","0"
23188,NA,"Laboratoire, Effectuation #2","une femme","1985","Maroc","Bac+5 (Master ou Èquivalent)","Sciences sociales (Èconomie\, sciences politiques\, sociologie\, etc)","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise","3","5","5","3","3","se former dans le domaine avec un tel moyen flÈxible","Plus de six heures","Non, c'est ma premiËre participation √† un MOOC","5","Non","2. Oui, c'est un paramËtre trËs important","La satisfaction personnelle d'‡™tre allÈ jusqu'au bout de la formation","DifficultÈ ‡† trouver du temps","Disponibles","je n'ai pas ÈchangÈ avec les autres participants","Oui, des collËgues de travail","S'encourager mutuellement ‡† poursuivre le MOOC","4","5","Moyen","De 1 ‡† 2 heures","Oui\, j'ai soumis un projet en tant que Porteur de Projet","Satisfaisante","3","H","H&M","Cadres et professions intellectuelles","Plus de six heures","0"
27168,NA,"Effectuation #2","une femme","1978","France","Bac+3 (Licence ou Èquivalent)","Autre","EmployÈs","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","1","1","3","1","3","Pour apprendre des mÈthodes dans le cadre d'une crÈation.","Entre une et deux heures","Oui, mais tous suivis partiellement","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","EmployÈs","Moins de deux heures","0"
28930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28996,NA,"Effectuation #2","un homme","1991","France","Bac+3 (Licence ou Èquivalent)","Autre","Etudiants","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","4","4","5","4","3","mon futur projet de crÈation","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures","0"
30401,NA,"Effectuation #2","un homme","1982","France","Bac+5 (Master ou Èquivalent)","MathÈmatiques\, informatique","Cadres et professions intellectuelles","par un ami ou une connaissance","Je n'ai aucune expÈrience en crÈation d'entreprise","4","2","2","2","4","le contenu","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non","5. Non, ce n'Ètait pas un critËre important","Le plaisir d'apprendre","DifficultÈ ‡† accÈder ‡† un ordinateur avec Internet","Disponibles","rencontres ‚Äúphysiques‚Äù (en face-‡†-face)","Oui, des membres de ma famille","S'encourager mutuellement ‡† poursuivre le MOOC","4","4","Facile","De 30 minutes ‡† 1 heure","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","Satisfaisante","2","TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
17514,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30117,100,"Effectuation #2","un homme","1980","France","Bac+5 (Master ou Èquivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","2","1","1","1","2","DÈcouvrir l'effectuation et ses applications ","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
33263,NA,"Effectuation #2","une femme","1971","France","Bac+5 (Master ou Èquivalent)","Autre","Inactif (autre que Ètudiant, retraitÈ, ou en recherche d'emploi)","autre","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","4","3","4","1","4","Comprendre l'effectuation, dont j'avais entendu parler. Mise en application immÈdiate sur mon projet en cours.","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Entre deux et quatre heures","0"
31290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31779,100,"Effectuation #2","une femme","1989","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","EmployÈs","par un ami ou une connaissance","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","5","4","4","5","2","Un ami m'en a parlÈ et il s'agit d'un domaine qui m'intÈresse fortement car je suis en pleine rÈflexion pour lancer un projet","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","EmployÈs","Entre deux et quatre heures","0"
32521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12775,NA,"Effectuation #2","un homme","1965","France","Bac+5 (Master ou Èquivalent)","Droit","Artisans, commerÁants, chefs d'entreprise","par une communication de l'EMLYON","J  ai dÈj√† crÈÈ plusieurs entreprises,J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","5","4","5","1","5","DÈj√† certifiÈ lors de la 1Ëre session, je souhaite faire profiter de mon expÈrience les nouveaux Ètudiants du MOOC","Entre deux et quatre heures","Oui, dont certains intÈgralement","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerÁants, chefs d'entreprise","Entre deux et quatre heures","0"
21907,NA,"Effectuation #2","un homme","1967","France","Bac+3 (Licence ou Èquivalent)","Education et formation des enseignants","Artisans, commerÁants, chefs d'entreprise","autre","J  ai dÈj√† crÈÈ plusieurs entreprises","2","3","4","1","2","transfert vers mes activitÈs entreprenarials","Entre deux et quatre heures","Oui, dont certains intÈgralement","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerÁants, chefs d'entreprise","Entre deux et quatre heures","0"
31243,NA,"Effectuation #2","un homme","1983","France","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","1","2","2","1","4","Se renseigner, dÈcouvrir une autre approche pour un novice tel que moi dans la crÈation d""entreprise","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
27845,NA,"Laboratoire, Effectuation #2","un homme","1967","France","Bac+8 (Doctorat ou Èquivalent)","IngÈnierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise,J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","4","2","2","1","5","envie de se lancer !","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
28415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30587,NA,"Effectuation #2","un homme","1985","√âmirats arabes unis","Bac+2 (Deug, IUT, BTS ou Èquivalent)","IngÈnierie et technologies","EmployÈs","par un article ou un blog sur Internet","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","3","3","4","1","3","Creer ma boite, augmenter mes connaissances, agrandir mon rÈseau, valider cette formation","Entre deux et quatre heures","Oui, mais tous suivis partiellement","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EmployÈs","Entre deux et quatre heures","0"
27518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26881,NA,"Effectuation #2","un homme","1990","France","Bac+3 (Licence ou Èquivalent)","Management/Gestion d  entreprise","Etudiants","sur un rÈseau social","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","4","3","2","1","3",NA,"Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre deux et quatre heures","0"
31495,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27457,NA,"Effectuation #2","un homme","1984","France","Bac+5 (Master ou Èquivalent)","Sciences sociales (Èconomie\, sciences politiques\, sociologie\, etc)","EmployÈs","par une communication de l'EMLYON","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","4","3","2","1","1","Approfondir le sujet","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","EmployÈs","Moins de deux heures","0"
27301,100,"Effectuation #2","un homme","1971","France","Bac+2 (prÈpas)","Communication et sciences de l'information (Journalisme\, etc)","En recherche d'emploi","par un ami ou une connaissance","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","3","1","1","1","3","informations","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","2","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre deux et quatre heures","0"
26729,NA,"Effectuation #2","une femme","1982","Burundi","Bac+3 (Licence ou Èquivalent)","MathÈmatiques\, informatique","EmployÈs","par une communication de l'EMLYON","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","2","5","5","1","4","Ce MOOC pourrait me diriger au cours de ma demarche de creation d'entreprise","Entre deux et quatre heures","Oui, mais tous suivis partiellement","4","Non","4. Non, n'Ètait pas le critËre principal","Le fait de pouvoir valoriser l'attestation dans mes Ètudes ou ma carriËre","Lenteur ou ruptures de la connexion Internet,DifficultÈ ‡† trouver du temps","Disponibles","discussion et lectures du groupe Facebook","Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC","Des personnes de mon entourage ont suivi le MOOC\, mais nous n'avons pas interagi","5","5","Facile","De 4 ‡† 8 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","TrËs satisfaisante","4","B","B","EmployÈs","Entre deux et quatre heures","0"
27600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11691,100,"Effectuation #2","un homme","1972","France","Bac+5 (Master ou Èquivalent)","MathÈmatiques\, informatique","Cadres et professions intellectuelles","par une communication de l'EMLYON","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","1","1","1","1","1","Approfondir le sujet effectuation","Entre une et deux heures","Oui, dont certains intÈgralement","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
32891,NA,"Effectuation #2","une femme","1978","SÈnÈgal","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","autre","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","3","3","5","1","4",NA,"Entre quatre et six heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","Cadres et professions intellectuelles","Entre quatre et six heures","0"
33289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29467,NA,"Effectuation #2","un homme","1991","Luxembourg","Bac+3 (Licence ou Èquivalent)","Management/Gestion d  entreprise","Etudiants","par un ami ou une connaissance","Je suis en train de crÈer mon entreprise (phase de dÈmarrage),J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","5","3","2","4","5","Faire partie de cette nouvelle vague de lean management","Entre quatre et six heures","Non, c'est ma premiËre participation √† un MOOC","4","Non","3. Oui, cela a aidÈ","La volontÈ d'acquÈrir de nouvelles compÈtences","DifficultÈ ‡† trouver du temps,Manque de collaboration avec les pairs","TrËs disponibles","Èchanges sur les fils de discussion de la plateforme","Oui, des amis","S'encourager mutuellement ‡† poursuivre le MOOC","5","5","Facile","De 1 ‡† 2 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","Satisfaisante","4","TH","TH","Etudiants","Entre quatre et six heures","0"
27355,NA,"Effectuation #2","un homme","1992","France","Bac+3 (Licence ou Èquivalent)","Management/Gestion d  entreprise","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expÈrience en crÈation d'entreprise","1","4","4","1","3","Je souhaite Ètayer mes connaissances en sciences de l'entrepreneuriat. Du fait que ce cours est un MOOC et qu'il est proposÈ par la grande Ècole qu'est EM Lyon, j'ai rÈsolument voulu y participer.","Entre une et deux heures","Oui, dont certains intÈgralement","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures","0"
27763,100,"Effectuation #2","un homme","1973","France","Bac+5 (Master ou Èquivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","par mon milieu professionnel (collËgue)","J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","3","3","3","5","3","connaÓtre l'effectuation","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
26581,100,"Effectuation #2","un homme","1960","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Artisans, commerÁants, chefs d'entreprise","par une communication de l'EMLYON","J  ai lancÈ ma premiËre sociÈtÈ il y a plus d'un an","3","2","1","4","4","reset. Gain en energie","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerÁants, chefs d'entreprise","Moins de deux heures","0"
27770,86,"Effectuation #2","une femme","1963","France","Bac+3 (Licence ou Èquivalent)","Langues et lettres","Cadres et professions intellectuelles","par un ami ou une connaissance","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","4","1","4","1","3","projet de reconversion","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","2","Non","5. Non, ce n'Ètait pas un critËre important","La volontÈ d'acquÈrir de nouvelles compÈtences","Manque de compÈtences personnelles dans l'utilisation des outils logiciels,Manque de collaboration avec les pairs,DifficultÈs ‡† ‡† utiliser la plateforme","Peu disponibles","je n'ai pas ÈchangÈ avec les autres participants","Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC","Non concernÈ","4","5","Facile","De 2 ‡† 4 heures","Oui\, j'ai soumis un projet en tant que Porteur de Projet","Peu satisfaisante","3","TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
31895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26636,81,"Effectuation #2","un homme","1988","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","En recherche d'emploi","par un article ou un blog sur Internet","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","1","1","1","1","3","Le thÈme","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre deux et quatre heures","0"
27725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28538,NA,"Effectuation #2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27274,NA,"Effectuation #2","une femme","1976","Maurice","Bac+5 (Master ou Èquivalent)","Education et formation des enseignants","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J  ai lancÈ ma premiËre sociÈtÈ il y a plus d'un an","5","1","1","1","1",NA,"Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","H&M","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
27726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28825,NA,"Effectuation #2","un homme","1970","France","Bac+5 (Master ou Èquivalent)","Sciences humaines (histoire\, archÈologie\, philosophie\, etc)","Cadres et professions intellectuelles","par un ami ou une connaissance","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","2","1","1","2","1","Pour apprendre et faire.","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
27728,NA,"Effectuation #2","un homme","1981","France","Bac+5 (Master ou Èquivalent)","MathÈmatiques\, informatique","Cadres et professions intellectuelles","par un ami ou une connaissance","Je n'ai aucune expÈrience en crÈation d'entreprise","5","5","3","1","1","Le sujet, et l'envie de tester le concept du mooc","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
26797,NA,"Effectuation #2","un homme","1991","France","Bac+3 (Licence ou Èquivalent)","Management/Gestion d  entreprise","Etudiants","par une communication de l'EMLYON","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","4","3","4","1","3","Interet pour la creation d'entreprise","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","4","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre deux et quatre heures","1"
32111,NA,"Effectuation #2","une femme","1984","Maroc","Bac+3 (Licence ou Èquivalent)","Sciences sociales (Èconomie\, sciences politiques\, sociologie\, etc)","EmployÈs","sur un rÈseau social","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","1","5","5","3","3","Me former pour rÈussir mon projet Professionnel.","Entre quatre et six heures","Oui, mais tous suivis partiellement","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","H&M","EmployÈs","Entre quatre et six heures","0"
32183,NA,"Effectuation #2, Laboratoire","une femme","1985","France","Bac+5 (Master ou Èquivalent)","Sciences mÈdicales","Cadres et professions intellectuelles","par un ami ou une connaissance","J  ai lancÈ ma premiËre sociÈtÈ il y a plus d'un an","4","3","3","3","4","enrichissement personnel, recherche de conseils et mÈthode pour l'Èvolution de mon entreprise","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
26801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,NA,"Effectuation #2","un homme","1964","France","Bac+2 (Deug, IUT, BTS ou Èquivalent)","MathÈmatiques\, informatique","Professions intermÈdiaires","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion),J  ai dÈj√† crÈÈ plusieurs entreprises","1","1","1","1","1","Car je suis en phase de rÈ-organisation pro. et je rÈflÈchis √† la crÈation d'un entreprise","Entre deux et quatre heures","Oui, dont certains intÈgralement","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Entre deux et quatre heures","0"
