"Student_ID","Gender","birth.year","Country","Diploma","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Temps.Dispo","Exp.MOOC","Completion.proba","Instit.brand","motiv.princ","diffic","encad.disp","How.contact","entour","entour.inter","Satisf","Eval.diffic","Estimated.hours","Part.labo","Plat.satisf","Peer.eval.relev","encad.diffic","Country_HDI","Country_HDI.fin","CSP.fin","Temps.dispo.fin"
15882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,"un homme","1980","Sénégal","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Employés","par mon milieu professionnel (collègue)","J’ai un projet de création d’entreprise (phase de réflexion)","3","4","4","2","4","Entre deux et quatre heures","Oui, dont certains intégralement","3","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles","discussion et lectures du groupe Facebook,échanges sur les fils de discussion de la plateforme","Oui, des collègues de travail","S’encourager mutuellement à poursuivre le MOOC","4","Facile","De 1 à 2 heures","Oui\, j’ai soumis un projet en tant que Créateur","Satisfaisante","4",NA,"B","B","Employés","Entre deux et quatre heures"
15693,"un homme","1986","Chine","Bac+5 (Master ou équivalent)","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Artisans, commerçants, chefs d'entreprise","par un ami ou une connaissance","Je suis en train de créer mon entreprise (phase de démarrage)","5","2","5","1","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5","1. Oui, décisif","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps,Difficultés à à utiliser la plateforme","Disponibles","échanges sur les fils de discussion de la plateforme,échanges sur les documents de prises de notes partagées,échanges sur la messagerie privée de la plateforme","Oui, des amis","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","4","Difficile","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","2",NA,"H","H&M","Artisans, commerçants, chefs d'entreprise","Entre deux et quatre heures"
17246,"un homme","1993","Sénégal","Bac+3 (Licence ou équivalent)","Droit","Etudiants","par un réseau social","J’ai déjà créé plusieurs entreprises","2","4","5","1","2","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","5","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles","échanges sur les fils de discussion de la plateforme,échanges sur la messagerie privée de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC","Regardé des vidéos ensemble","4","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","2",NA,"B","B","Etudiants","Entre quatre et six heures"
16588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,"une femme","1988","Sénégal","Bac+5 (Master ou équivalent)","Mathématiques\, informatique","En recherche d'emploi","par un réseau social","Je suis en train de créer mon entreprise (phase de démarrage)","4","5","5","2","3","Entre une et deux heures","Oui, mais tous suivis partiellement","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","En recherche d'emploi","Moins de deux heures"
17923,"un homme","1992","France","Bac+3 (Licence ou équivalent)","Ingénierie et technologies","Etudiants","par un réseau social","J’ai un projet de création d’entreprise (phase de réflexion)","5","1","5","1","2","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","5","2. Oui, c’est un paramètre très important","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps","Disponibles","rencontres “physiques” (en face-à-face),discussion et lectures du groupe Facebook","Oui des camarades de promotion (dans le cas des étudiants)","S’encourager mutuellement à poursuivre le MOOC","3","Moyen","De 30 minutes à 1 heure","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,"TH","TH","Etudiants","Entre quatre et six heures"
11730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18281,"un homme","1993","France","Bac ou équivalent","Gestion d'entreprise","Etudiants","par mon milieu universitaire (Professeur, etc)","Je n'ai aucune expérience en création d'entreprise","5","5","5","4","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
15075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14661,"un homme","1950","France","Bac+8 (Doctorat ou équivalent)","Sciences médicales","Retraités","par un article ou un blog sur Internet","J’ai lancé ma première société il y a plus d'un an","5","2","1","2","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Moins de deux heures"
12312,"un homme","1984","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J’ai un projet de création d’entreprise (phase de réflexion)","5","4","4","1","1","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
16727,"un homme","1983","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un réseau social","Je n'ai aucune expérience en création d'entreprise","1","2","2","1","4","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
17088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19032,"un homme","1987","Canada francophone (Québec)","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Etudiants","par un ami ou une connaissance","Je suis en train de créer mon entreprise (phase de démarrage)","4","4","1","1","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
4639,"un homme","1983","France","Bac+3 (Licence ou équivalent)","Art et design","Cadres et professions intellectuelles","par une communication de Unow","J’ai lancé ma première société il y a plus d'un an","1","1","2","1","3","Entre deux et quatre heures","Oui, dont certains intégralement","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
3309,"un homme","1963","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","1","4","3","1","3","Entre une et deux heures","Oui, dont certains intégralement","4","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps,Difficulté à comprendre le fonctionnement du cours,Difficultés à à utiliser la plateforme","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Difficile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Peu satisfaisante","3",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
19100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12673,"un homme","1993","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Ingénierie et technologies","Etudiants","par mon milieu universitaire (Professeur, etc)","Je n'ai aucune expérience en création d'entreprise","1","3","3","1","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre deux et quatre heures"
11768,"une femme","1988","Canada francophone (Québec)","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Professions intermédiaires","par un réseau social","Je suis en train de créer mon entreprise (phase de démarrage),J'accompagne des créateurs d'entreprises dans le cadre de mon travail","5","5","4","1","2","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4","2. Oui, c’est un paramètre très important","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps","Très disponibles","discussion et lectures du groupe Facebook","Oui, des amis","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","4","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","5",NA,"TH","TH","Autre","Entre deux et quatre heures"
11025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11963,"un homme","1968","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un réseau social","J’ai un projet de création d’entreprise (phase de réflexion)","3","2","3","1","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5","2. Oui, c’est un paramètre très important","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps","Très disponibles","échanges sur les fils de discussion de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","4",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
11575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12155,"une femme","1984","France","Bac+5 (Master ou équivalent)","Sciences humaines (histoire\, archéologie\, philosophie\, etc)","En recherche d'emploi","autre","Je n'ai aucune expérience en création d'entreprise","5","5","5","2","3","Entre quatre et six heures","Oui, dont certains intégralement","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre quatre et six heures"
15628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"une femme","1973","France","Bac+5 (Master ou équivalent)","Mathématiques\, informatique","Cadres et professions intellectuelles","par un réseau social","Je n'ai aucune expérience en création d'entreprise","1","4","3","1","1","Entre deux et quatre heures","Oui, dont certains intégralement","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
19469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13216,"un homme","1972","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Professions intermédiaires","par un réseau social","J’ai déjà créé plusieurs entreprises","5","2","2","3","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Moins de deux heures"
19320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18316,"un homme","1987","France","Bac+3 (Licence ou équivalent)","Gestion d'entreprise","Professions intermédiaires","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","3","5","5","1","1","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5","2. Oui, c’est un paramètre très important","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Oui, des amis","S’encourager mutuellement à poursuivre le MOOC","5","Difficile","De 1 à 2 heures","Non\, je ne sais pas de quoi il s’agit","Très satisfaisante","4",NA,"TH","TH","Autre","Entre deux et quatre heures"
15058,"un homme","1989","France","Bac+5 (Master ou équivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Etudiants","par mon milieu universitaire (Professeur, etc)","Je n'ai aucune expérience en création d'entreprise","4","3","3","3","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
17453,"un homme","1993","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Ingénierie et technologies","En recherche d'emploi","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","4","4","4","3","3","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre quatre et six heures"
17295,"un homme","1984","France","Bac+8 (Doctorat ou équivalent)","Ingénierie et technologies","En recherche d'emploi","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","5","2","3","4","4","Entre une et deux heures","Oui, mais tous suivis partiellement","4","3. Oui, cela a aidé","La satisfaction personnelle d’être allé jusqu’au bout de la formation","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Oui, des membres de ma famille","Regardé des vidéos ensemble","4","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,"TH","TH","En recherche d'emploi","Moins de deux heures"
15920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8434,"une femme","1961","Haïti","Bac+5 (Master ou équivalent)","Education et formation des enseignants","Cadres et professions intellectuelles","par un ami ou une connaissance","Je suis en train de créer mon entreprise (phase de démarrage)","2","2","5","4","1","Entre quatre et six heures","Oui, mais tous suivis partiellement","5","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Lenteur ou ruptures de la connexion Internet,Difficulté à trouver du temps","Disponibles","échanges sur les documents de prises de notes partagées,je n’ai pas échangé avec les autres participants","Oui, autre cas de figure (voisins..)","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","5","Très facile","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","Je n'ai pas participé à l'activité mi-MOOC",NA,"B","B","Cadres et professions intellectuelles","Entre quatre et six heures"
13289,"un homme","1995","France","Pré-bac","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","4","5","5","4","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4","1. Oui, décisif","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps","Très disponibles","échanges sur les fils de discussion de la plateforme","Oui, des membres de ma famille","S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 2 à 4 heures","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Très satisfaisante","5",NA,"TH","TH","Etudiants","Entre deux et quatre heures"
15807,"un homme","1989","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","3","4","5","2","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
11216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15112,"un homme","1974","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un réseau social","J’ai lancé ma première société il y a plus d'un an","2","2","1","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
12274,"une femme","1988","France","Bac+3 (Licence ou équivalent)","Gestion d'entreprise","Etudiants","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","5","3","3","1","5","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre deux et quatre heures"
12013,"un homme","1992","France","Bac+2 (prépas)","Mathématiques\, informatique","Etudiants","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","3","3","3","1","2","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre deux et quatre heures"
13572,"un homme","1963","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","En recherche d'emploi","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","4","4","3","1","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4","2. Oui, c’est un paramètre très important","La qualité du MOOC en général (supports de cours, échanges,...)","Aucune difficulté rencontrée","Disponibles","échanges sur les fils de discussion de la plateforme","Oui, des amis","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","4","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","3",NA,"TH","TH","En recherche d'emploi","Entre deux et quatre heures"
11172,"un homme","1958","Espagne","Bac+3 (Licence ou équivalent)","Ingénierie et technologies","En recherche d'emploi","par un article ou un blog sur Internet","J’ai un projet de création d’entreprise (phase de réflexion)","4","4","4","2","3","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","5","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Très disponibles","discussion et lectures du groupe Facebook,échanges sur les fils de discussion de la plateforme,échanges sur les documents de prises de notes partagées","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Facile","De 4 à 8 heures","Oui\, j’ai soumis un projet en tant que Créateur","Très satisfaisante","5",NA,"TH","TH","En recherche d'emploi","Entre quatre et six heures"
13901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12418,"une femme","1980","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","3","5","5","1","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
14444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12518,"un homme","1983","France","Bac ou équivalent","Autre","Inactif (autre que étudiant, retraité, ou en recherche d'emploi)","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise,J’ai un projet de création d’entreprise (phase de réflexion)","3","5","1","1","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Entre deux et quatre heures"
16186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15292,"un homme","1993","France","Bac+3 (Licence ou équivalent)","Gestion d'entreprise","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","2","4","5","4","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Disponibles","je n’ai pas échangé avec les autres participants","Oui des camarades de promotion (dans le cas des étudiants)","S’encourager mutuellement à poursuivre le MOOC","4","Facile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","2",NA,"TH","TH","Etudiants","Entre deux et quatre heures"
13650,"un homme","1985","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Mathématiques\, informatique","Cadres et professions intellectuelles","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","4","2","2","2","2","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre quatre et six heures"
15572,"un homme","1979","Haïti","Bac+3 (Licence ou équivalent)","Autre","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","5","2","5","1","1","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Difficulté à accéder à un ordinateur avec Internet,Difficulté à trouver du temps","Très disponibles","je n’ai pas échangé avec les autres participants","Oui, des amis","S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","Je n'ai pas participé à l'activité mi-MOOC",NA,"B","B","Etudiants","Entre deux et quatre heures"
13054,"un homme","1968","Macédoine","Bac+5 (Master ou équivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","par une communication de l'EMLYON","J’ai un projet de création d’entreprise (phase de réflexion),Je suis en train de créer mon entreprise (phase de démarrage)","5","5","5","3","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","H&M","Cadres et professions intellectuelles","Entre deux et quatre heures"
15052,"un homme","1985","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Art et design","Cadres et professions intellectuelles","par un réseau social","J’ai lancé ma première société il y a plus d'un an","3","4","4","2","4","Entre deux et quatre heures","Oui, dont certains intégralement","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
5002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16210,"une femme","1987","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par mon milieu professionnel (collègue)","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","5","3","3","2","2","Moins d'une heure","Non, c'est ma première participation à un MOOC","5","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Oui, des collègues de travail","Entraide pour la réalisation des devoirs du certificat avancé,S’encourager mutuellement à poursuivre le MOOC","4","Facile","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
16479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17438,"un homme",NA,"Cameroun","Bac+5 (Master ou équivalent)","Mathématiques\, informatique","Employés","par un ami ou une connaissance","Je suis en train de créer mon entreprise (phase de démarrage)","3","5","5","1","3","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","5","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Lenteur ou ruptures de la connexion Internet,Difficulté à trouver du temps,Manque de collaboration avec les pairs","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC","S’encourager mutuellement à poursuivre le MOOC","5","Facile","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","3",NA,"B","B","Employés","Entre quatre et six heures"
